Issue key,File,Version Affected,Filename
HIVE-4243,ql/src/java/org/apache/hadoop/hive/ql/io/orc/OrcUtils.java,"1.3.0, 2.0.0",OrcUtils.java
HIVE-4243,ql/src/java/org/apache/hadoop/hive/ql/io/orc/ReaderImpl.java,"1.3.0, 2.0.0",ReaderImpl.java
HIVE-4243,ql/src/java/org/apache/hadoop/hive/ql/io/orc/TypeDescription.java,"1.3.0, 2.0.0",TypeDescription.java
HIVE-4243,ql/src/java/org/apache/hadoop/hive/ql/io/orc/Writer.java,"1.3.0, 2.0.0",Writer.java
HIVE-4243,ql/src/java/org/apache/hadoop/hive/ql/io/orc/WriterImpl.java,"1.3.0, 2.0.0",WriterImpl.java
HIVE-4243,ql/src/test/org/apache/hadoop/hive/ql/io/orc/TestColumnStatistics.java,"1.3.0, 2.0.0",TestColumnStatistics.java
HIVE-4243,ql/src/test/org/apache/hadoop/hive/ql/io/orc/TestInputOutputFormat.java,"1.3.0, 2.0.0",TestInputOutputFormat.java
HIVE-4243,ql/src/test/org/apache/hadoop/hive/ql/io/orc/TestOrcFile.java,"1.3.0, 2.0.0",TestOrcFile.java
HIVE-4243,ql/src/test/org/apache/hadoop/hive/ql/io/orc/TestOrcRawRecordMerger.java,"1.3.0, 2.0.0",TestOrcRawRecordMerger.java
HIVE-4243,ql/src/test/org/apache/hadoop/hive/ql/io/orc/TestOrcWideTable.java,"1.3.0, 2.0.0",TestOrcWideTable.java
HIVE-4243,ql/src/test/org/apache/hadoop/hive/ql/io/orc/TestTypeDescription.java,"1.3.0, 2.0.0",TestTypeDescription.java
HIVE-11945,ql/src/java/org/apache/hadoop/hive/ql/io/orc/MetadataReader.java,"1.3.0, 2.0.0",MetadataReader.java
HIVE-11945,ql/src/java/org/apache/hadoop/hive/ql/io/orc/ReaderImpl.java,"1.3.0, 2.0.0",ReaderImpl.java
HIVE-11945,ql/src/java/org/apache/hadoop/hive/ql/io/orc/RecordReaderUtils.java,"1.3.0, 2.0.0",RecordReaderUtils.java
HIVE-11723,ql/src/java/org/apache/hadoop/hive/ql/parse/SemanticAnalyzer.java,"1.1.1, 1.2.0, 2.0.0",SemanticAnalyzer.java
HIVE-11590,serde/src/java/org/apache/hadoop/hive/serde2/avro/AvroDeserializer.java,2.0.0,AvroDeserializer.java
HIVE-11590,serde/src/java/org/apache/hadoop/hive/serde2/avro/AvroSerDe.java,2.0.0,AvroSerDe.java
HIVE-11590,serde/src/java/org/apache/hadoop/hive/serde2/avro/AvroSerdeUtils.java,2.0.0,AvroSerdeUtils.java
HIVE-11590,serde/src/java/org/apache/hadoop/hive/serde2/avro/AvroSerializer.java,2.0.0,AvroSerializer.java
HIVE-11932,jdbc/src/java/org/apache/hive/jdbc/ZooKeeperHiveClientHelper.java,"1.3.0, 2.0.0",ZooKeeperHiveClientHelper.java
HIVE-11922,ql/src/java/org/apache/hadoop/hive/ql/io/orc/OrcInputFormat.java,"1.3.0, 2.0.0",OrcInputFormat.java
HIVE-11922,ql/src/test/org/apache/hadoop/hive/ql/io/orc/TestInputOutputFormat.java,"1.3.0, 2.0.0",TestInputOutputFormat.java
HIVE-11468,ql/src/java/org/apache/hadoop/hive/ql/exec/vector/VectorizationContext.java,"1.3.0, 2.0.0",VectorizationContext.java
HIVE-11468,ql/src/java/org/apache/hadoop/hive/ql/exec/vector/expressions/FilterStringColumnInList.java,"1.3.0, 2.0.0",FilterStringColumnInList.java
HIVE-11468,ql/src/java/org/apache/hadoop/hive/ql/exec/vector/expressions/FilterStructColumnInList.java,"1.3.0, 2.0.0",FilterStructColumnInList.java
HIVE-11468,ql/src/java/org/apache/hadoop/hive/ql/exec/vector/expressions/IStructInExpr.java,"1.3.0, 2.0.0",IStructInExpr.java
HIVE-11468,ql/src/java/org/apache/hadoop/hive/ql/exec/vector/expressions/StringColumnInList.java,"1.3.0, 2.0.0",StringColumnInList.java
HIVE-11468,ql/src/java/org/apache/hadoop/hive/ql/exec/vector/expressions/StructColumnInList.java,"1.3.0, 2.0.0",StructColumnInList.java
HIVE-11468,ql/src/java/org/apache/hadoop/hive/ql/optimizer/physical/Vectorizer.java,"1.3.0, 2.0.0",Vectorizer.java
HIVE-11875,jdbc/src/java/org/apache/hive/jdbc/ZooKeeperHiveClientHelper.java,"1.3.0, 2.0.0",ZooKeeperHiveClientHelper.java
HIVE-11889,ql/src/test/org/apache/hadoop/hive/ql/exec/persistence/TestBytesBytesMultiHashMap.java,"1.3.0, 2.0.0",TestBytesBytesMultiHashMap.java
HIVE-11889,ql/src/test/org/apache/hadoop/hive/ql/exec/persistence/TestHashPartition.java,"1.3.0, 2.0.0",TestHashPartition.java
HIVE-11826,itests/hive-unit-hadoop2/src/test/java/org/apache/hadoop/hive/thrift/TestHadoop20SAuthBridge.java,2.0.0,TestHadoop20SAuthBridge.java
HIVE-11826,itests/hive-unit-hadoop2/src/test/java/org/apache/hadoop/hive/thrift/TestHadoopAuthBridge23.java,2.0.0,TestHadoopAuthBridge23.java
HIVE-11826,shims/common/src/main/java/org/apache/hadoop/hive/thrift/HadoopThriftAuthBridge.java,2.0.0,HadoopThriftAuthBridge.java
HIVE-11820,shims/0.20S/src/main/java/org/apache/hadoop/hive/shims/Hadoop20SShims.java,2.0.0,Hadoop20SShims.java
HIVE-11820,shims/0.23/src/main/java/org/apache/hadoop/hive/shims/Hadoop23Shims.java,2.0.0,Hadoop23Shims.java
HIVE-11860,metastore/src/java/org/apache/hadoop/hive/metastore/txn/TxnHandler.java,"1.3.0, 2.0.0",TxnHandler.java
HIVE-11860,ql/src/java/org/apache/hadoop/hive/ql/exec/StatsNoJobTask.java,"1.3.0, 2.0.0",StatsNoJobTask.java
HIVE-11860,ql/src/java/org/apache/hadoop/hive/ql/exec/tez/TezTask.java,"1.3.0, 2.0.0",TezTask.java
HIVE-11860,ql/src/java/org/apache/hadoop/hive/ql/exec/StatsNoJobTask.java,"1.3.0, 2.0.0",StatsNoJobTask.java
HIVE-11841,ql/src/java/org/apache/hadoop/hive/ql/exec/tez/tools/KeyValuesInputMerger.java,"0.14.0, 1.0.0, 1.0.1, 1.2.1, 1.3.0, 2.0.0",KeyValuesInputMerger.java
HIVE-11842,ql/src/java/org/apache/hadoop/hive/ql/lib/RuleRegExp.java,2.0.0,RuleRegExp.java
HIVE-11832,service/src/java/org/apache/hive/service/cli/Column.java,"1.3.0, 2.0.0",Column.java
HIVE-11813,ql/src/java/org/apache/hadoop/hive/ql/parse/CalcitePlanner.java,2.0.0,CalcitePlanner.java
HIVE-11824,ql/src/java/org/apache/hadoop/hive/ql/exec/MoveTask.java,"1.3.0, 2.0.0",MoveTask.java
HIVE-11705,ql/src/java/org/apache/hadoop/hive/ql/io/orc/OrcInputFormat.java,2.0.0,OrcInputFormat.java
HIVE-11705,ql/src/java/org/apache/hadoop/hive/ql/io/orc/OrcSerde.java,2.0.0,OrcSerde.java
HIVE-11705,ql/src/java/org/apache/hadoop/hive/ql/io/orc/RecordReaderImpl.java,2.0.0,RecordReaderImpl.java
HIVE-11705,ql/src/java/org/apache/hadoop/hive/ql/io/parquet/ProjectionPusher.java,2.0.0,ProjectionPusher.java
HIVE-11705,ql/src/java/org/apache/hadoop/hive/ql/io/sarg/ConvertAstToSearchArg.java,2.0.0,ConvertAstToSearchArg.java
HIVE-11705,ql/src/java/org/apache/hadoop/hive/ql/optimizer/ColumnPrunerProcFactory.java,2.0.0,ColumnPrunerProcFactory.java
